study_ID,short_cite,long_cite,publication_year,doi,peer_reviewed,coder,expt_unique,expt_condition,same_sample,task_type,task_type_spec,participant_design,native_language,group_name_1,group_name_2,n_1,n_2,prosody_type,feature,unit,x_1,x_2,SD_1,SD_2,notes
Behrens1989,Behrens (1989),"Behrens, S. J. (1989). Characterizing sentence intonation in a right hemisphere-damaged population. Brain and language.",1989,https://doi.org/10.1016/0093-934X(89)90014-X,yes,"LNJ, ND",Behrens (1989).5,imperatives,C,constrained_production,story completion,between,English,LHD,HC,NA,7,linguistic,F0_contour,Slope of pitch contour,NA,-0.584285714,NA,0.505465368,NA
Behrens1989,Behrens (1989),"Behrens, S. J. (1989). Characterizing sentence intonation in a right hemisphere-damaged population. Brain and language.",1989,https://doi.org/10.1016/0093-934X(89)90014-X,yes,"LNJ, ND",Behrens (1989).6,yes/no,C,constrained_production,story completion,between,English,LHD,HC,NA,7,linguistic,F0_contour,Slope of pitch contour,NA,0.067142857,NA,0.682879059,NA
Behrens1989,Behrens (1989),"Behrens, S. J. (1989). Characterizing sentence intonation in a right hemisphere-damaged population. Brain and language.",1989,https://doi.org/10.1016/0093-934X(89)90014-X,yes,"LNJ, ND",Behrens (1989).7,wh-,C,constrained_production,story completion,between,English,LHD,HC,NA,7,linguistic,F0_contour,Slope of pitch contour,NA,-0.324285714,NA,0.618300281,NA
Behrens1989,Behrens (1989),"Behrens, S. J. (1989). Characterizing sentence intonation in a right hemisphere-damaged population. Brain and language.",1989,https://doi.org/10.1016/0093-934X(89)90014-X,yes,"LNJ, ND",Behrens (1989).8,declaritives,C,constrained_production,story completion,between,English,LHD,HC,NA,7,linguistic,pitch_variability,Variation of pitch contour,NA,10,NA,1.414213562,NA
Behrens1989,Behrens (1989),"Behrens, S. J. (1989). Characterizing sentence intonation in a right hemisphere-damaged population. Brain and language.",1989,https://doi.org/10.1016/0093-934X(89)90014-X,yes,"LNJ, ND",Behrens (1989).9,imperatives,C,constrained_production,story completion,between,English,LHD,HC,NA,7,linguistic,pitch_variability,Variation of pitch contour,NA,13.28571429,NA,2.360387377,NA
Behrens1989,Behrens (1989),"Behrens, S. J. (1989). Characterizing sentence intonation in a right hemisphere-damaged population. Brain and language.",1989,https://doi.org/10.1016/0093-934X(89)90014-X,yes,"LNJ, ND",Behrens (1989).10,yes/no,C,constrained_production,story completion,between,English,LHD,HC,NA,7,linguistic,pitch_variability,Variation of pitch contour,NA,17.85714286,NA,5.113008619,NA
Behrens1989,Behrens (1989),"Behrens, S. J. (1989). Characterizing sentence intonation in a right hemisphere-damaged population. Brain and language.",1989,https://doi.org/10.1016/0093-934X(89)90014-X,yes,"LNJ, ND",Behrens (1989).11,wh-,C,constrained_production,story completion,between,English,LHD,HC,NA,7,linguistic,pitch_variability,Variation of pitch contour,NA,16.28571429,NA,5.736267245,NA
Ouellette1994,Ouellette & Baum (1994),"Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.",1994,https://doi.org/10.1080/02687039408248656,yes,"LNJ, ND",Ouellette & Baum (1994),compound nouns,D,constrained_production,sentence completion,between,English,LHD,HC,9,9,linguistic,pitch_variability,Mean ratio between contrasting syllables,0.794444444,0.81,0.075682084,0.09617692,NA
Ouellette1994,Ouellette & Baum (1994),"Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.",1994,https://doi.org/10.1080/02687039408248656,yes,"LNJ, ND",Ouellette & Baum (1994).1,noun phrases,D,constrained_production,sentence completion,between,English,LHD,HC,9,9,linguistic,pitch_variability,Mean ratio between contrasting syllables,0.94,0.893333333,0.154092324,0.136381817,NA
Ouellette1994,Ouellette & Baum (1994),"Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.",1994,https://doi.org/10.1080/02687039408248656,yes,"LNJ, ND",Ouellette & Baum (1994).2,compound nouns,D,constrained_production,sentence completion,between,English,LHD,HC,9,9,linguistic,intensity_variability,Ratio syllable 1/2,1.10555556,0.954444444,0.14984251,0.029627315,NA
Ouellette1994,Ouellette & Baum (1994),"Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.",1994,https://doi.org/10.1080/02687039408248656,yes,"LNJ, ND",Ouellette & Baum (1994).3,noun phrases,D,constrained_production,sentence completion,between,English,LHD,HC,9,9,linguistic,intensity_variability,Ratio syllable 1/2,1.06888889,0.967777778,0.09829095,0.017873009,NA
Ouellette1994,Ouellette & Baum (1994),"Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.",1994,https://doi.org/10.1080/02687039408248656,yes,"LNJ, ND",Ouellette & Baum (1994).4,Compound Nouns,D,constrained_production,sentence completion,between,English,LHD,HC,9,9,linguistic,pause_duration,Intersyllabic pause,244,160.2222222,150.8890321,35.31564022,NA
Ouellette1994,Ouellette & Baum (1994),"Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.",1994,https://doi.org/10.1080/02687039408248656,yes,"LNJ, ND",Ouellette & Baum (1994).5,Noun phrases,D,constrained_production,sentence completion,between,English,LHD,HC,9,9,linguistic,pause_duration,Intersyllabic pause,276.1111111,187.6666667,75.85585746,43.59185704,NA
Ouellette1994,Ouellette & Baum (1994),"Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.",1994,https://doi.org/10.1080/02687039408248656,yes,"LNJ, ND",Ouellette & Baum (1994).6,compound nouns,D,constrained_production,sentence completion,between,English,LHD,HC,9,9,linguistic,speech_duration_ratio,Ratio syllable 1/2,1.10555556,1.22444444,0.14984251,0.16133127,NA
Ouellette1994,Ouellette & Baum (1994),"Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.",1994,https://doi.org/10.1080/02687039408248656,yes,"LNJ, ND",Ouellette & Baum (1994).7,noun phrases,D,constrained_production,sentence completion,between,English,LHD,HC,9,9,linguistic,speech_duration_ratio,Ratio syllable 1/2,1.06888889,1.29555556,0.09829095,0.22153505,NA
Gandour1995,Gandour et al. (1995),"Gandour, J., Larsen, J., Dechongkit, S., Ponglorpisit, S., & Khunadorn, F. (1995). Speech prosody in affective contexts in Thai patients with right hemisphere lesions. Brain and Language, 51(3), 422-443.",1995,https://doi.org/10.1006/brln.1995.1069,yes,"LNJ, ND",Gandour et al. (1995),happy,E,constrained_production,sentence reading,between,Thai,LHD,HC,NA,9,emotional,pitch_variability,F0 variability (z-score),NA,0.082517483,NA,0.096503497,NA
Gandour1995,Gandour et al. (1995),"Gandour, J., Larsen, J., Dechongkit, S., Ponglorpisit, S., & Khunadorn, F. (1995). Speech prosody in affective contexts in Thai patients with right hemisphere lesions. Brain and Language, 51(3), 422-443.",1995,https://doi.org/10.1006/brln.1995.1069,yes,"LNJ, ND",Gandour et al. (1995).1,neutral,E,constrained_production,sentence reading,between,Thai,LHD,HC,NA,9,emotional,pitch_variability,F0 variability (z-score),NA,0.06013986,NA,0.205594406,NA
Gandour1995,Gandour et al. (1995),"Gandour, J., Larsen, J., Dechongkit, S., Ponglorpisit, S., & Khunadorn, F. (1995). Speech prosody in affective contexts in Thai patients with right hemisphere lesions. Brain and Language, 51(3), 422-443.",1995,https://doi.org/10.1006/brln.1995.1069,yes,"LNJ, ND",Gandour et al. (1995).2,sad,E,constrained_production,sentence reading,between,Thai,LHD,HC,NA,9,emotional,pitch_variability,F0 variability (z-score),NA,0.064335664,NA,0.264335664,NA
Gandour1995,Gandour et al. (1995),"Gandour, J., Larsen, J., Dechongkit, S., Ponglorpisit, S., & Khunadorn, F. (1995). Speech prosody in affective contexts in Thai patients with right hemisphere lesions. Brain and Language, 51(3), 422-443.",1995,https://doi.org/10.1006/brln.1995.1069,yes,"LNJ, ND",Gandour et al. (1995).3,happy,E,constrained_production,sentence reading,between,Thai,LHD,HC,NA,9,emotional,intensity_variability,Utterance,NA,8.522123894,NA,5.814159292,Paper does not report what error bars represent. Based on size and author's other papers from the same era  we assume they are SE  and have calculated SD based on that assumption
Gandour1995,Gandour et al. (1995),"Gandour, J., Larsen, J., Dechongkit, S., Ponglorpisit, S., & Khunadorn, F. (1995). Speech prosody in affective contexts in Thai patients with right hemisphere lesions. Brain and Language, 51(3), 422-443.",1995,https://doi.org/10.1006/brln.1995.1069,yes,"LNJ, ND",Gandour et al. (1995).4,neutral,E,constrained_production,sentence reading,between,Thai,LHD,HC,NA,9,emotional,intensity_variability,Utterance,NA,8.442477876,NA,3.82300885,Paper does not report what error bars represent. Based on size and author's other papers from the same era  we assume they are SE  and have calculated SD based on that assumption
Gandour1995,Gandour et al. (1995),"Gandour, J., Larsen, J., Dechongkit, S., Ponglorpisit, S., & Khunadorn, F. (1995). Speech prosody in affective contexts in Thai patients with right hemisphere lesions. Brain and Language, 51(3), 422-443.",1995,https://doi.org/10.1006/brln.1995.1069,yes,"LNJ, ND",Gandour et al. (1995).5,sad,E,constrained_production,sentence reading,between,Thai,LHD,HC,NA,9,emotional,intensity_variability,Utterance,NA,8.787610619,NA,3.902654867,Paper does not report what error bars represent. Based on size and author's other papers from the same era  we assume they are SE  and have calculated SD based on that assumption
Gandour1995,Gandour et al. (1995),"Gandour, J., Larsen, J., Dechongkit, S., Ponglorpisit, S., & Khunadorn, F. (1995). Speech prosody in affective contexts in Thai patients with right hemisphere lesions. Brain and Language, 51(3), 422-443.",1995,https://doi.org/10.1006/brln.1995.1069,yes,"LNJ, ND",Gandour et al. (1995).6,happy,E,constrained_production,sentence reading,between,Thai,LHD,HC,NA,9,emotional,speech_duration,Utterance,NA,1.088,NA,0.6144,Paper does not report what error bars represent. Based on size and author's other papers from the same era  we assume they are SE  and have calculated SD based on that assumption
Gandour1995,Gandour et al. (1995),"Gandour, J., Larsen, J., Dechongkit, S., Ponglorpisit, S., & Khunadorn, F. (1995). Speech prosody in affective contexts in Thai patients with right hemisphere lesions. Brain and Language, 51(3), 422-443.",1995,https://doi.org/10.1006/brln.1995.1069,yes,"LNJ, ND",Gandour et al. (1995).7,neutral,E,constrained_production,sentence reading,between,Thai,LHD,HC,NA,9,emotional,speech_duration,Utterance,NA,1.0368,NA,0.5376,Paper does not report what error bars represent. Based on size and author's other papers from the same era  we assume they are SE  and have calculated SD based on that assumption
Gandour1995,Gandour et al. (1995),"Gandour, J., Larsen, J., Dechongkit, S., Ponglorpisit, S., & Khunadorn, F. (1995). Speech prosody in affective contexts in Thai patients with right hemisphere lesions. Brain and Language, 51(3), 422-443.",1995,https://doi.org/10.1006/brln.1995.1069,yes,"LNJ, ND",Gandour et al. (1995).8,sad,E,constrained_production,sentence reading,between,Thai,LHD,HC,NA,9,emotional,speech_duration,Utterance,NA,1.28,NA,0.7296,Paper does not report what error bars represent. Based on size and author's other papers from the same era  we assume they are SE  and have calculated SD based on that assumption
Pell1999a,Pell (1999a),"Pell, M. D. (1999a). Fundamental frequency encoding of linguistic and emotional prosody by right hemisphere-damaged speakers. Brain and Language, 69(2), 161-192.",1999,https://doi.org/10.1006/brln.1999.2065,yes,"LNJ, ND",Pell (1999a),neutral,G,constrained_production,sentence reading,between,English,LHD,HC,NA,10,emotional,pitch,Mean F0,NA,-0.096666667,NA,1.348450362,Values are means from the two Ling categories
Pell1999a,Pell (1999a),"Pell, M. D. (1999a). Fundamental frequency encoding of linguistic and emotional prosody by right hemisphere-damaged speakers. Brain and Language, 69(2), 161-192.",1999,https://doi.org/10.1006/brln.1999.2065,yes,"LNJ, ND",Pell (1999a).1,sad,G,constrained_production,sentence reading,between,English,LHD,HC,NA,10,emotional,pitch,Mean F0,NA,-0.710416667,NA,0.993662832,Values are means from the two Ling categories
Pell1999a,Pell (1999a),"Pell, M. D. (1999a). Fundamental frequency encoding of linguistic and emotional prosody by right hemisphere-damaged speakers. Brain and Language, 69(2), 161-192.",1999,https://doi.org/10.1006/brln.1999.2065,yes,"LNJ, ND",Pell (1999a).2,happy,G,constrained_production,sentence reading,between,English,LHD,HC,NA,10,emotional,pitch,Mean F0,NA,0.7075,NA,1.660464384,Values are means from the two Ling categories
Pell1999a,Pell (1999a),"Pell, M. D. (1999a). Fundamental frequency encoding of linguistic and emotional prosody by right hemisphere-damaged speakers. Brain and Language, 69(2), 161-192.",1999,https://doi.org/10.1006/brln.1999.2065,yes,"LNJ, ND",Pell (1999a).3,anger,G,constrained_production,sentence reading,between,English,LHD,HC,NA,10,emotional,pitch,Mean F0,NA,0.15125,NA,1.190250801,Values are means from the two Ling categories
Pell1999a,Pell (1999a),"Pell, M. D. (1999a). Fundamental frequency encoding of linguistic and emotional prosody by right hemisphere-damaged speakers. Brain and Language, 69(2), 161-192.",1999,https://doi.org/10.1006/brln.1999.2065,yes,"LNJ, ND",Pell (1999a).4,declarative,G,constrained_production,sentence reading,between,English,LHD,HC,NA,10,linguistic,pitch,Mean F0,NA,-0.636458334,NA,1.238058882,Values are means from the four Emo categories
Pell1999a,Pell (1999a),"Pell, M. D. (1999a). Fundamental frequency encoding of linguistic and emotional prosody by right hemisphere-damaged speakers. Brain and Language, 69(2), 161-192.",1999,https://doi.org/10.1006/brln.1999.2065,yes,"LNJ, ND",Pell (1999a).5,interrogative,G,constrained_production,sentence reading,between,English,LHD,HC,NA,10,linguistic,pitch,Mean F0,NA,0.662291667,NA,1.358355307,Values are means from the four Emo categoriesNA
Pell1999b,Pell (1999b),"Pell, M. D. (1999b). The temporal organization of affective and non-affective speech in patients with right-hemisphere infarcts. Cortex.",1999,https://doi.org/10.1016/S0010-9452(08)70813-X,yes,"LNJ, ND",Pell (1999b),neutral,G,constrained_production,sentence reading,between,English,LHD,HC,NA,10,emotional,speech_duration,Vowel/Syllable,NA,104.277778,NA,26.3817637,Values are means from the two Ling categories
Pell1999b,Pell (1999b),"Pell, M. D. (1999b). The temporal organization of affective and non-affective speech in patients with right-hemisphere infarcts. Cortex.",1999,https://doi.org/10.1016/S0010-9452(08)70813-X,yes,"LNJ, ND",Pell (1999b).1,sad,G,constrained_production,sentence reading,between,English,LHD,HC,NA,10,emotional,speech_duration,Vowel/Syllable,NA,102.166667,NA,26.2015077,Values are means from the two Ling categories
Pell1999b,Pell (1999b),"Pell, M. D. (1999b). The temporal organization of affective and non-affective speech in patients with right-hemisphere infarcts. Cortex.",1999,https://doi.org/10.1016/S0010-9452(08)70813-X,yes,"LNJ, ND",Pell (1999b).2,happy,G,constrained_production,sentence reading,between,English,LHD,HC,NA,10,emotional,speech_duration,Vowel/Syllable,NA,103.833333,NA,25.3378709,Values are means from the two Ling categories
Pell1999b,Pell (1999b),"Pell, M. D. (1999b). The temporal organization of affective and non-affective speech in patients with right-hemisphere infarcts. Cortex.",1999,https://doi.org/10.1016/S0010-9452(08)70813-X,yes,"LNJ, ND",Pell (1999b).3,anger,G,constrained_production,sentence reading,between,English,LHD,HC,NA,10,emotional,speech_duration,Vowel/Syllable,NA,101.833333,NA,27.0029144,Values are means from the two Ling categories
Pell1999b,Pell (1999b),"Pell, M. D. (1999b). The temporal organization of affective and non-affective speech in patients with right-hemisphere infarcts. Cortex.",1999,https://doi.org/10.1016/S0010-9452(08)70813-X,yes,"LNJ, ND",Pell (1999b).4,declarative,G,constrained_production,sentence reading,between,English,LHD,HC,NA,10,linguistic,speech_duration,Vowel/Syllable,NA,103.805556,NA,26.2287894,Values are means from the four Emo categories
Pell1999b,Pell (1999b),"Pell, M. D. (1999b). The temporal organization of affective and non-affective speech in patients with right-hemisphere infarcts. Cortex.",1999,https://doi.org/10.1016/S0010-9452(08)70813-X,yes,"LNJ, ND",Pell (1999b).5,interrogative,G,constrained_production,sentence reading,between,English,LHD,HC,NA,10,linguistic,speech_duration,Vowel/Syllable,NA,106.833333,NA,18.4770706,Values are means from the four Emo categories
Balan1999,Balan & Gandour (1999),"Balan, A., & Gandour, J. (1999). Effect of sentence length on the production of linguistic stress by left-and right-hemisphere-damaged patients. Brain and language, 67(2), 73-94.",1999,https://doi.org/10.1006/brln.1998.2035,yes,"LNJ, ND",Balan & Gandour (1999),NA,F,constrained_production,picture naming - noun compounds and noun phrases,between,English,LHD,HC,8,8,linguistic,pitch_variability,Mean ratio between contrasting syllables,0.978370787,0.977808989,9.53402e-4,9.53402e-4,NA
Balan1999,Balan & Gandour (1999),"Balan, A., & Gandour, J. (1999). Effect of sentence length on the production of linguistic stress by left-and right-hemisphere-damaged patients. Brain and language, 67(2), 73-94.",1999,https://doi.org/10.1006/brln.1998.2035,yes,"LNJ, ND",Balan & Gandour (1999).1,short sentence,F,constrained_production,picture naming - noun compounds and noun phrases,between,English,LHD,HC,8,8,linguistic,intensity_variability,Ratio syllable 1/2,0.971079545,0.969545455,0.00289271,0.0028116926544807797,Values are means of the compounds and phrases. LHD values are for non-fluent patients. The paper also reports data from patients with fluent aphasia. Error bars in plots showed little to no standard error
Balan1999,Balan & Gandour (1999),"Balan, A., & Gandour, J. (1999). Effect of sentence length on the production of linguistic stress by left-and right-hemisphere-damaged patients. Brain and language, 67(2), 73-94.",1999,https://doi.org/10.1006/brln.1998.2035,yes,"LNJ, ND",Balan & Gandour (1999).2,medium sentence,F,constrained_production,picture naming - noun compounds and noun phrases,between,English,LHD,HC,8,8,linguistic,intensity_variability,Ratio syllable 1/2,0.973125,0.972102273,0.017257913539275194,0.0029467216340783864,Values are means of the compounds and phrases. LHD values are for non-fluent patients. The paper also reports data from patients with fluent aphasia. Error bars in plots showed little to no standard error
